otu	Order	Family	Genus	Species
Lepidocolaptes fatimalimae	Passeriformes	Furnariidae	Lepidocolaptes	Lepidocolaptes fatimalimae
Lepidocolaptes fuscicapillus	Passeriformes	Furnariidae	Lepidocolaptes	Lepidocolaptes fuscicapillus
Lepidocolaptes lacrymiger	Passeriformes	Furnariidae	Lepidocolaptes	Lepidocolaptes lacrymiger
Lepidocolaptes leucogaster	Passeriformes	Furnariidae	Lepidocolaptes	Lepidocolaptes leucogaster
Lepidocolaptes souleyetii	Passeriformes	Furnariidae	Lepidocolaptes	Lepidocolaptes souleyetii
Lepidocolaptes squamatus	Passeriformes	Furnariidae	Lepidocolaptes	Lepidocolaptes squamatus
Lepidopygia nana	Passeriformes	Estrildidae	Lepidopygia	Lepidopygia nana
Lepidothrix coeruleocapilla	Passeriformes	Pipridae	Lepidothrix	Lepidothrix coeruleocapilla
Lepidothrix coronata	Passeriformes	Pipridae	Lepidothrix	Lepidothrix coronata
Lepidothrix iris	Passeriformes	Pipridae	Lepidothrix	Lepidothrix iris
Lepidothrix isidorei	Passeriformes	Pipridae	Lepidothrix	Lepidothrix isidorei
Lepidothrix nattereri	Passeriformes	Pipridae	Lepidothrix	Lepidothrix nattereri
Lepidothrix serena	Passeriformes	Pipridae	Lepidothrix	Lepidothrix serena
Lepidothrix suavissima	Passeriformes	Pipridae	Lepidothrix	Lepidothrix suavissima
Lepidothrix velutina	Passeriformes	Pipridae	Lepidothrix	Lepidothrix velutina
Lepidothrix vilasboasi	Passeriformes	Pipridae	Lepidothrix	Lepidothrix vilasboasi
Leptasthenura aegithaloides	Passeriformes	Furnariidae	Leptasthenura	Leptasthenura aegithaloides
Leptasthenura andicola	Passeriformes	Furnariidae	Leptasthenura	Leptasthenura andicola
Leptasthenura fuliginiceps	Passeriformes	Furnariidae	Leptasthenura	Leptasthenura fuliginiceps
Leptasthenura pileata	Passeriformes	Furnariidae	Leptasthenura	Leptasthenura pileata
Leptasthenura platensis	Passeriformes	Furnariidae	Leptasthenura	Leptasthenura platensis
Leptasthenura setaria	Passeriformes	Furnariidae	Leptasthenura	Leptasthenura setaria
Leptasthenura striata	Passeriformes	Furnariidae	Leptasthenura	Leptasthenura striata
Leptasthenura striolata	Passeriformes	Furnariidae	Leptasthenura	Leptasthenura striolata
Leptasthenura xenothorax	Passeriformes	Furnariidae	Leptasthenura	Leptasthenura xenothorax
Leptocoma aspasia	Passeriformes	Nectariniidae	Leptocoma	Leptocoma aspasia
Leptocoma brasiliana	Passeriformes	Nectariniidae	Leptocoma	Leptocoma brasiliana
Leptocoma calcostetha	Passeriformes	Nectariniidae	Leptocoma	Leptocoma calcostetha
Leptocoma minima	Passeriformes	Nectariniidae	Leptocoma	Leptocoma minima
Leptocoma sperata	Passeriformes	Nectariniidae	Leptocoma	Leptocoma sperata
Leptocoma zeylonica	Passeriformes	Nectariniidae	Leptocoma	Leptocoma zeylonica
Leptodon cayanensis	Accipitriformes	Accipitridae	Leptodon	Leptodon cayanensis
Leptodon forbesi	Accipitriformes	Accipitridae	Leptodon	Leptodon forbesi
Leptopoecile elegans	Passeriformes	Aegithalidae	Leptopoecile	Leptopoecile elegans
Leptopoecile sophiae	Passeriformes	Aegithalidae	Leptopoecile	Leptopoecile sophiae
Leptopogon amaurocephalus	Passeriformes	Tyrannidae	Leptopogon	Leptopogon amaurocephalus
Leptopogon rufipectus	Passeriformes	Tyrannidae	Leptopogon	Leptopogon rufipectus
Leptopogon superciliaris	Passeriformes	Tyrannidae	Leptopogon	Leptopogon superciliaris
Leptopogon taczanowskii	Passeriformes	Tyrannidae	Leptopogon	Leptopogon taczanowskii
Leptopterus chabert	Passeriformes	Vangidae	Leptopterus	Leptopterus chabert
Leptoptilos crumenifer	Ciconiiformes	Ciconiidae	Leptoptilos	Leptoptilos crumenifer
Leptoptilos dubius	Ciconiiformes	Ciconiidae	Leptoptilos	Leptoptilos dubius
Leptoptilos javanicus	Ciconiiformes	Ciconiidae	Leptoptilos	Leptoptilos javanicus
Leptosittaca branickii	Psittaciformes	Psittacidae	Leptosittaca	Leptosittaca branickii
Leptosomus discolor	Leptosomiformes	Leptosomidae	Leptosomus	Leptosomus discolor
Leptotila cassinii	Columbiformes	Columbidae	Leptotila	Leptotila cassinii
Leptotila conoveri	Columbiformes	Columbidae	Leptotila	Leptotila conoveri
Leptotila jamaicensis	Columbiformes	Columbidae	Leptotila	Leptotila jamaicensis
Leptotila megalura	Columbiformes	Columbidae	Leptotila	Leptotila megalura
Leptotila ochraceiventris	Columbiformes	Columbidae	Leptotila	Leptotila ochraceiventris
Leptotila pallida	Columbiformes	Columbidae	Leptotila	Leptotila pallida
Leptotila plumbeiceps	Columbiformes	Columbidae	Leptotila	Leptotila plumbeiceps
Leptotila rufaxilla	Columbiformes	Columbidae	Leptotila	Leptotila rufaxilla
Leptotila verreauxi	Columbiformes	Columbidae	Leptotila	Leptotila verreauxi
Leptotila wellsi	Columbiformes	Columbidae	Leptotila	Leptotila wellsi
Leptotrygon veraguensis	Columbiformes	Columbidae	Leptotrygon	Leptotrygon veraguensis
Lerwa lerwa	Galliformes	Phasianidae	Lerwa	Lerwa lerwa
Lesbia nuna	Caprimulgiformes	Trochilidae	Lesbia	Lesbia nuna
Lesbia victoriae	Caprimulgiformes	Trochilidae	Lesbia	Lesbia victoriae
Lessonia oreas	Passeriformes	Tyrannidae	Lessonia	Lessonia oreas
Lessonia rufa	Passeriformes	Tyrannidae	Lessonia	Lessonia rufa
Leucippus fallax	Caprimulgiformes	Trochilidae	Leucippus	Leucippus fallax
Leucocarbo atriceps	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo atriceps
Leucocarbo bougainvillii	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bougainvillii
Leucocarbo bransfieldensis	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo bransfieldensis
Leucocarbo campbelli	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo campbelli
Leucocarbo carunculatus	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo carunculatus
Leucocarbo chalconotus	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo chalconotus
Leucocarbo colensoi	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo colensoi
Leucocarbo georgianus	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo georgianus
Leucocarbo magellanicus	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo magellanicus
Leucocarbo melanogenis	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo melanogenis
Leucocarbo nivalis	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo nivalis
Leucocarbo onslowi	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo onslowi
Leucocarbo purpurascens	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo purpurascens
Leucocarbo ranfurlyi	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo ranfurlyi
Leucocarbo verrucosus	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo verrucosus
Leucochloris albicollis	Caprimulgiformes	Trochilidae	Leucochloris	Leucochloris albicollis
Leucogeranus leucogeranus	Gruiformes	Gruidae	Leucogeranus	Leucogeranus leucogeranus
Leucopeza semperi	Passeriformes	Parulidae	Leucopeza	Leucopeza semperi
Leucophaeus atricilla	Charadriiformes	Laridae	Leucophaeus	Leucophaeus atricilla
Leucophaeus fuliginosus	Charadriiformes	Laridae	Leucophaeus	Leucophaeus fuliginosus
Leucophaeus modestus	Charadriiformes	Laridae	Leucophaeus	Leucophaeus modestus
Leucophaeus pipixcan	Charadriiformes	Laridae	Leucophaeus	Leucophaeus pipixcan
Leucophaeus scoresbii	Charadriiformes	Laridae	Leucophaeus	Leucophaeus scoresbii
Leucopternis kuhli	Accipitriformes	Accipitridae	Leucopternis	Leucopternis kuhli
Leucopternis melanops	Accipitriformes	Accipitridae	Leucopternis	Leucopternis melanops
Leucopternis semiplumbeus	Accipitriformes	Accipitridae	Leucopternis	Leucopternis semiplumbeus
Leucoptilon concretum	Passeriformes	Muscicapidae	Leucoptilon	Leucoptilon concretum
Leucosarcia melanoleuca	Columbiformes	Columbidae	Leucosarcia	Leucosarcia melanoleuca
Leucosticte arctoa	Passeriformes	Fringillidae	Leucosticte	Leucosticte arctoa
Leucosticte atrata	Passeriformes	Fringillidae	Leucosticte	Leucosticte atrata
Leucosticte australis	Passeriformes	Fringillidae	Leucosticte	Leucosticte australis
Leucosticte brandti	Passeriformes	Fringillidae	Leucosticte	Leucosticte brandti
Leucosticte nemoricola	Passeriformes	Fringillidae	Leucosticte	Leucosticte nemoricola
Leucosticte tephrocotis	Passeriformes	Fringillidae	Leucosticte	Leucosticte tephrocotis
Lewinia mirifica	Gruiformes	Rallidae	Lewinia	Lewinia mirifica
Lewinia muelleri	Gruiformes	Rallidae	Lewinia	Lewinia muelleri
Lewinia pectoralis	Gruiformes	Rallidae	Lewinia	Lewinia pectoralis
Lewinia striata	Gruiformes	Rallidae	Lewinia	Lewinia striata
Lichenostomus cratitius	Passeriformes	Meliphagidae	Lichenostomus	Lichenostomus cratitius
Lichenostomus melanops	Passeriformes	Meliphagidae	Lichenostomus	Lichenostomus melanops
Lichmera alboauricularis	Passeriformes	Meliphagidae	Lichmera	Lichmera alboauricularis
Lichmera argentauris	Passeriformes	Meliphagidae	Lichmera	Lichmera argentauris
Lichmera deningeri	Passeriformes	Meliphagidae	Lichmera	Lichmera deningeri
Lichmera flavicans	Passeriformes	Meliphagidae	Lichmera	Lichmera flavicans
Lichmera incana	Passeriformes	Meliphagidae	Lichmera	Lichmera incana
Lichmera indistincta	Passeriformes	Meliphagidae	Lichmera	Lichmera indistincta
Lichmera lombokia	Passeriformes	Meliphagidae	Lichmera	Lichmera lombokia
Lichmera monticola	Passeriformes	Meliphagidae	Lichmera	Lichmera monticola
Lichmera notabilis	Passeriformes	Meliphagidae	Lichmera	Lichmera notabilis
Lichmera squamata	Passeriformes	Meliphagidae	Lichmera	Lichmera squamata
Limnoctites rectirostris	Passeriformes	Furnariidae	Limnoctites	Limnoctites rectirostris
Limnoctites sulphuriferus	Passeriformes	Furnariidae	Limnoctites	Limnoctites sulphuriferus
Limnodromus griseus	Charadriiformes	Scolopacidae	Limnodromus	Limnodromus griseus
Limnodromus scolopaceus	Charadriiformes	Scolopacidae	Limnodromus	Limnodromus scolopaceus
Limnodromus semipalmatus	Charadriiformes	Scolopacidae	Limnodromus	Limnodromus semipalmatus
Limnornis curvirostris	Passeriformes	Furnariidae	Limnornis	Limnornis curvirostris
Limnothlypis swainsonii	Passeriformes	Parulidae	Limnothlypis	Limnothlypis swainsonii
Limosa fedoa	Charadriiformes	Scolopacidae	Limosa	Limosa fedoa
Limosa haemastica	Charadriiformes	Scolopacidae	Limosa	Limosa haemastica
Limosa lapponica	Charadriiformes	Scolopacidae	Limosa	Limosa lapponica
Limosa limosa	Charadriiformes	Scolopacidae	Limosa	Limosa limosa
Linaria cannabina	Passeriformes	Fringillidae	Linaria	Linaria cannabina
Linaria flavirostris	Passeriformes	Fringillidae	Linaria	Linaria flavirostris
Linaria johannis	Passeriformes	Fringillidae	Linaria	Linaria johannis
Linaria yemenensis	Passeriformes	Fringillidae	Linaria	Linaria yemenensis
Linurgus olivaceus	Passeriformes	Fringillidae	Linurgus	Linurgus olivaceus
Liocichla bugunorum	Passeriformes	Leiothrichidae	Liocichla	Liocichla bugunorum
Liocichla phoenicea	Passeriformes	Leiothrichidae	Liocichla	Liocichla phoenicea
Liocichla ripponi	Passeriformes	Leiothrichidae	Liocichla	Liocichla ripponi
Liocichla steerii	Passeriformes	Leiothrichidae	Liocichla	Liocichla steerii
Lioparus chrysotis	Passeriformes	Paradoxornithidae	Lioparus	Lioparus chrysotis
Liosceles thoracicus	Passeriformes	Rhinocryptidae	Liosceles	Liosceles thoracicus
Lipaugus ater	Passeriformes	Cotingidae	Lipaugus	Lipaugus ater
Lipaugus conditus	Passeriformes	Cotingidae	Lipaugus	Lipaugus conditus
Lipaugus fuscocinereus	Passeriformes	Cotingidae	Lipaugus	Lipaugus fuscocinereus
Lipaugus lanioides	Passeriformes	Cotingidae	Lipaugus	Lipaugus lanioides
Lipaugus streptophorus	Passeriformes	Cotingidae	Lipaugus	Lipaugus streptophorus
Lipaugus unirufus	Passeriformes	Cotingidae	Lipaugus	Lipaugus unirufus
Lipaugus uropygialis	Passeriformes	Cotingidae	Lipaugus	Lipaugus uropygialis
Lipaugus vociferans	Passeriformes	Cotingidae	Lipaugus	Lipaugus vociferans
Lipaugus weberi	Passeriformes	Cotingidae	Lipaugus	Lipaugus weberi
Lissotis hartlaubii	Otidiformes	Otididae	Lissotis	Lissotis hartlaubii
Lissotis melanogaster	Otidiformes	Otididae	Lissotis	Lissotis melanogaster
Loboparadisea sericea	Passeriformes	Cnemophilidae	Loboparadisea	Loboparadisea sericea
Lobotos lobatus	Passeriformes	Campephagidae	Lobotos	Lobotos lobatus
Lobotos oriolinus	Passeriformes	Campephagidae	Lobotos	Lobotos oriolinus
Lochmias nematura	Passeriformes	Furnariidae	Lochmias	Lochmias nematura
Locustella accentor	Passeriformes	Locustellidae	Locustella	Locustella accentor
Locustella alfredi	Passeriformes	Locustellidae	Locustella	Locustella alfredi
Locustella alishanensis	Passeriformes	Locustellidae	Locustella	Locustella alishanensis
Locustella castanea	Passeriformes	Locustellidae	Locustella	Locustella castanea
Locustella caudata	Passeriformes	Locustellidae	Locustella	Locustella caudata
Locustella chengi	Passeriformes	Locustellidae	Locustella	Locustella chengi
Locustella davidi	Passeriformes	Locustellidae	Locustella	Locustella davidi
Locustella disturbans	Passeriformes	Locustellidae	Locustella	Locustella disturbans
Locustella fluviatilis	Passeriformes	Locustellidae	Locustella	Locustella fluviatilis
Locustella idonea	Passeriformes	Locustellidae	Locustella	Locustella idonea
Locustella kashmirensis	Passeriformes	Locustellidae	Locustella	Locustella kashmirensis
Locustella lanceolata	Passeriformes	Locustellidae	Locustella	Locustella lanceolata
Locustella luscinioides	Passeriformes	Locustellidae	Locustella	Locustella luscinioides
Locustella luteoventris	Passeriformes	Locustellidae	Locustella	Locustella luteoventris
Locustella major	Passeriformes	Locustellidae	Locustella	Locustella major
Locustella mandelli	Passeriformes	Locustellidae	Locustella	Locustella mandelli
Locustella montis	Passeriformes	Locustellidae	Locustella	Locustella montis
Locustella musculus	Passeriformes	Locustellidae	Locustella	Locustella musculus
Locustella naevia	Passeriformes	Locustellidae	Locustella	Locustella naevia
Locustella portenta	Passeriformes	Locustellidae	Locustella	Locustella portenta
Locustella seebohmi	Passeriformes	Locustellidae	Locustella	Locustella seebohmi
Locustella tacsanowskia	Passeriformes	Locustellidae	Locustella	Locustella tacsanowskia
Locustella thoracica	Passeriformes	Locustellidae	Locustella	Locustella thoracica
Loddigesia mirabilis	Caprimulgiformes	Trochilidae	Loddigesia	Loddigesia mirabilis
Lonchura atricapilla	Passeriformes	Estrildidae	Lonchura	Lonchura atricapilla
Lonchura caniceps	Passeriformes	Estrildidae	Lonchura	Lonchura caniceps
Lonchura castaneothorax	Passeriformes	Estrildidae	Lonchura	Lonchura castaneothorax
Lonchura ferruginosa	Passeriformes	Estrildidae	Lonchura	Lonchura ferruginosa
Lonchura flaviprymna	Passeriformes	Estrildidae	Lonchura	Lonchura flaviprymna
Lonchura forbesi	Passeriformes	Estrildidae	Lonchura	Lonchura forbesi
Lonchura fuscans	Passeriformes	Estrildidae	Lonchura	Lonchura fuscans
Lonchura grandis	Passeriformes	Estrildidae	Lonchura	Lonchura grandis
Lonchura hunsteini	Passeriformes	Estrildidae	Lonchura	Lonchura hunsteini
Lonchura kelaarti	Passeriformes	Estrildidae	Lonchura	Lonchura kelaarti
Lonchura leucogastra	Passeriformes	Estrildidae	Lonchura	Lonchura leucogastra
Lonchura leucogastroides	Passeriformes	Estrildidae	Lonchura	Lonchura leucogastroides
Lonchura maja	Passeriformes	Estrildidae	Lonchura	Lonchura maja
Lonchura malacca	Passeriformes	Estrildidae	Lonchura	Lonchura malacca
Lonchura melaena	Passeriformes	Estrildidae	Lonchura	Lonchura melaena
Lonchura molucca	Passeriformes	Estrildidae	Lonchura	Lonchura molucca
Lonchura montana	Passeriformes	Estrildidae	Lonchura	Lonchura montana
Lonchura monticola	Passeriformes	Estrildidae	Lonchura	Lonchura monticola
Lonchura nevermanni	Passeriformes	Estrildidae	Lonchura	Lonchura nevermanni
Lonchura nigerrima	Passeriformes	Estrildidae	Lonchura	Lonchura nigerrima
Lonchura pallida	Passeriformes	Estrildidae	Lonchura	Lonchura pallida
Lonchura punctulata	Passeriformes	Estrildidae	Lonchura	Lonchura punctulata
Lonchura quinticolor	Passeriformes	Estrildidae	Lonchura	Lonchura quinticolor
Lonchura spectabilis	Passeriformes	Estrildidae	Lonchura	Lonchura spectabilis
Lonchura striata	Passeriformes	Estrildidae	Lonchura	Lonchura striata
Lonchura stygia	Passeriformes	Estrildidae	Lonchura	Lonchura stygia
Lonchura teerinki	Passeriformes	Estrildidae	Lonchura	Lonchura teerinki
Lonchura vana	Passeriformes	Estrildidae	Lonchura	Lonchura vana
Lophaetus occipitalis	Accipitriformes	Accipitridae	Lophaetus	Lophaetus occipitalis
Lophoceros alboterminatus	Bucerotiformes	Bucerotidae	Lophoceros	Lophoceros alboterminatus
Lophoceros bradfieldi	Bucerotiformes	Bucerotidae	Lophoceros	Lophoceros bradfieldi
Lophoceros camurus	Bucerotiformes	Bucerotidae	Lophoceros	Lophoceros camurus
Lophoceros fasciatus	Bucerotiformes	Bucerotidae	Lophoceros	Lophoceros fasciatus
Lophoceros hemprichii	Bucerotiformes	Bucerotidae	Lophoceros	Lophoceros hemprichii
Lophoceros nasutus	Bucerotiformes	Bucerotidae	Lophoceros	Lophoceros nasutus
Lophoceros pallidirostris	Bucerotiformes	Bucerotidae	Lophoceros	Lophoceros pallidirostris
Lophoceros semifasciatus	Bucerotiformes	Bucerotidae	Lophoceros	Lophoceros semifasciatus
Lophodytes cucullatus	Anseriformes	Anatidae	Lophodytes	Lophodytes cucullatus
Lophoictinia isura	Accipitriformes	Accipitridae	Lophoictinia	Lophoictinia isura
Lopholaimus antarcticus	Columbiformes	Columbidae	Lopholaimus	Lopholaimus antarcticus
Lophonetta specularioides	Anseriformes	Anatidae	Lophonetta	Lophonetta specularioides
Lophophanes cristatus	Passeriformes	Paridae	Lophophanes	Lophophanes cristatus
Lophophanes dichrous	Passeriformes	Paridae	Lophophanes	Lophophanes dichrous
Lophophorus impejanus	Galliformes	Phasianidae	Lophophorus	Lophophorus impejanus
Lophophorus lhuysii	Galliformes	Phasianidae	Lophophorus	Lophophorus lhuysii
Lophophorus sclateri	Galliformes	Phasianidae	Lophophorus	Lophophorus sclateri
Lophorina minor	Passeriformes	Paradisaeidae	Lophorina	Lophorina minor
Lophorina niedda	Passeriformes	Paradisaeidae	Lophorina	Lophorina niedda
Lophorina superba	Passeriformes	Paradisaeidae	Lophorina	Lophorina superba
Lophornis adorabilis	Caprimulgiformes	Trochilidae	Lophornis	Lophornis adorabilis
Lophornis brachylophus	Caprimulgiformes	Trochilidae	Lophornis	Lophornis brachylophus
Lophornis chalybeus	Caprimulgiformes	Trochilidae	Lophornis	Lophornis chalybeus
Lophornis delattrei	Caprimulgiformes	Trochilidae	Lophornis	Lophornis delattrei
Lophornis gouldii	Caprimulgiformes	Trochilidae	Lophornis	Lophornis gouldii
Lophornis helenae	Caprimulgiformes	Trochilidae	Lophornis	Lophornis helenae
Lophornis magnificus	Caprimulgiformes	Trochilidae	Lophornis	Lophornis magnificus
Lophornis ornatus	Caprimulgiformes	Trochilidae	Lophornis	Lophornis ornatus
Lophornis pavoninus	Caprimulgiformes	Trochilidae	Lophornis	Lophornis pavoninus
Lophornis stictolophus	Caprimulgiformes	Trochilidae	Lophornis	Lophornis stictolophus
Lophornis verreauxii	Caprimulgiformes	Trochilidae	Lophornis	Lophornis verreauxii
Lophospingus griseocristatus	Passeriformes	Thraupidae	Lophospingus	Lophospingus griseocristatus
Lophospingus pusillus	Passeriformes	Thraupidae	Lophospingus	Lophospingus pusillus
Lophostrix cristata	Strigiformes	Strigidae	Lophostrix	Lophostrix cristata
Lophotibis cristata	Pelecaniformes	Threskiornithidae	Lophotibis	Lophotibis cristata
Lophotis gindiana	Otidiformes	Otididae	Lophotis	Lophotis gindiana
Lophotis ruficrista	Otidiformes	Otididae	Lophotis	Lophotis ruficrista
Lophotis savilei	Otidiformes	Otididae	Lophotis	Lophotis savilei
Lophotriccus eulophotes	Passeriformes	Tyrannidae	Lophotriccus	Lophotriccus eulophotes
Lophotriccus galeatus	Passeriformes	Tyrannidae	Lophotriccus	Lophotriccus galeatus
Lophotriccus pileatus	Passeriformes	Tyrannidae	Lophotriccus	Lophotriccus pileatus
Lophotriccus vitiosus	Passeriformes	Tyrannidae	Lophotriccus	Lophotriccus vitiosus
Lophotriorchis kienerii	Accipitriformes	Accipitridae	Lophotriorchis	Lophotriorchis kienerii
Lophura bulweri	Galliformes	Phasianidae	Lophura	Lophura bulweri
Lophura diardi	Galliformes	Phasianidae	Lophura	Lophura diardi
Lophura erythrophthalma	Galliformes	Phasianidae	Lophura	Lophura erythrophthalma
Lophura ignita	Galliformes	Phasianidae	Lophura	Lophura ignita
Lophura inornata	Galliformes	Phasianidae	Lophura	Lophura inornata
Lophura leucomelanos	Galliformes	Phasianidae	Lophura	Lophura leucomelanos
